0,0,0,0
69.896,28.085,1,1
69.897,28.083,1,1
69.894,28.073,1,1
69.901,28.106,1,1
69.89,28.05,1,1
69.893,28.065,1,1
69.89,28.033,1,1
69.894,28.063,1,1
69.885,28.058,1,1
69.892,28.085,1,1
69.886,28.048,1,1
69.886,28.046,1,1
69.892,28.054,1,1
69.895,28.073,1,1
69.901,28.1,1,1
69.898,28.087,1,1
69.897,28.048,1,1
69.893,28.063,1,1
69.889,28.05,1,1
69.885,28.037,1,1
69.899,28.087,1,1
69.897,28.077,1,1
69.891,28.056,1,1
69.899,28.083,1,1
69.886,28.054,1,1
69.899,28.077,1,1
69.888,28.042,1,1
69.878,28.006,1,1
69.888,28.037,1,1
69.887,28.042,1,1
69.888,28.023,1,1
69.882,28.027,1,1
69.892,28.065,1,1
69.897,28.067,1,1
69.888,28.048,1,1
69.891,28.069,1,1
69.895,28.077,1,1
69.894,28.081,1,1
69.899,28.096,1,1
69.891,28.085,1,1
69.891,28.073,1,1
69.887,28.06,1,1
69.9,28.104,1,1
69.884,28.054,1,1
69.892,28.083,1,1
69.889,28.05,1,1
69.891,28.077,1,1
69.888,28.065,1,1
69.89,28.054,1,1
69.881,28.017,1,1
69.88,28.019,1,1
69.893,28.071,1,1
69.886,28.04,1,1
69.886,28.052,1,1
69.896,28.083,1,1
69.891,28.065,1,1
69.891,28.05,1,1
69.891,28.05,1,1
69.89,28.067,1,1
69.897,28.077,1,1
69.887,28.031,1,1
69.893,28.054,1,1
69.893,28.054,1,1
69.9,28.09,1,1
69.89,28.073,1,1
69.893,28.06,1,1
69.893,28.069,1,1
69.892,28.073,1,1
69.897,28.073,1,1
69.9,28.077,1,1
69.883,28.019,1,1
69.891,28.054,1,1
69.897,28.09,1,1
69.898,28.085,1,1
69.896,28.104,1,1
69.894,28.077,1,1
69.902,28.081,1,1
69.897,28.071,1,1
69.895,28.075,1,1
69.898,28.083,1,1
69.904,28.094,1,1
69.895,28.075,1,1
69.889,28.058,1,1
69.889,28.069,1,1
69.896,28.092,1,1
69.914,28.137,1,1
69.902,28.083,1,1
69.897,28.075,1,1
69.892,28.071,1,1
69.901,28.094,1,1
69.902,28.085,1,1
69.897,28.098,1,1
69.895,28.073,1,1
69.897,28.079,1,1
69.889,28.04,1,1
69.898,28.079,1,1
69.909,28.112,1,1
69.9,28.075,1,1
69.901,28.102,1,1
69.895,28.077,1,1
69.897,28.094,1,1
69.893,28.083,1,1
69.901,28.108,1,1
69.9,28.098,1,1
69.892,28.044,1,1
69.892,28.05,1,1
69.894,28.071,1,1
69.899,28.083,1,1
69.895,28.09,1,1
69.89,28.054,1,1
69.894,28.098,1,1
69.89,28.063,1,1
69.893,28.077,1,1
69.897,28.094,1,1
69.898,28.09,1,1
69.901,28.127,1,1
69.89,28.058,1,1
69.895,28.09,1,1
69.901,28.106,1,1
69.901,28.094,1,1
69.898,28.092,1,1
69.906,28.123,1,1
69.891,28.081,1,1
69.895,28.098,1,1
69.906,28.129,1,1
69.893,28.069,1,1
69.9,28.1,1,1
69.894,28.083,1,1
69.893,28.085,1,1
69.886,28.046,1,1
69.897,28.104,1,1
69.899,28.108,1,1
69.891,28.077,1,1
69.888,28.073,1,1
69.892,28.06,1,1
69.894,28.085,1,1
69.896,28.096,1,1
69.901,28.1,1,1
69.891,28.06,1,1
69.888,28.063,1,1
69.89,28.073,1,1
69.896,28.085,1,1
69.897,28.09,1,1
69.895,28.081,1,1
69.889,28.056,1,1
69.888,28.05,1,1
69.906,28.131,1,1
69.896,28.079,1,1
69.894,28.073,1,1
69.893,28.085,1,1
69.893,28.065,1,1
69.9,28.104,1,1
69.892,28.058,1,1
69.899,28.092,1,1
69.889,28.04,1,1
69.903,28.108,1,1
69.895,28.063,1,1
69.889,28.06,1,1
69.887,28.054,1,1
69.891,28.069,1,1
69.89,28.069,1,1
69.894,28.079,1,1
69.907,28.125,1,1
69.898,28.081,1,1
69.894,28.077,1,1
69.896,28.083,1,1
69.889,28.077,1,1
69.888,28.067,1,1
69.902,28.1,1,1
69.896,28.085,1,1
69.898,28.081,1,1
69.899,28.094,1,1
69.898,28.096,1,1
69.894,28.083,1,1
69.892,28.075,1,1
69.895,28.096,1,1
69.895,28.104,1,1
69.898,28.081,1,1
69.898,28.119,1,1
69.903,28.11,1,1
69.891,28.081,1,1
69.896,28.077,1,1
69.899,28.108,1,1
69.896,28.087,1,1
69.893,28.067,1,1
69.902,28.104,1,1
69.895,28.075,1,1
69.899,28.092,1,1
69.898,28.077,1,1
69.901,28.104,1,1
69.899,28.092,1,1
69.89,28.042,1,1
69.893,28.071,1,1
69.907,28.125,1,1
69.905,28.125,1,1
70.92,28.092,1,2
70.913,28.079,1,2
70.904,28.056,1,2
70.905,28.056,1,2
70.908,28.056,1,2
70.905,28.052,1,2
70.915,28.081,1,2
70.911,28.092,1,2
70.903,28.044,1,2
70.914,28.083,1,2
70.917,28.09,1,2
70.913,28.075,1,2
70.918,28.104,1,2
70.906,28.054,1,2
70.914,28.085,1,2
70.905,28.067,1,2
70.909,28.09,1,2
70.917,28.112,1,2
70.906,28.077,1,2
70.916,28.09,1,2
70.909,28.077,1,2
70.916,28.108,1,2
70.918,28.119,1,2
70.925,28.142,1,2
70.928,28.142,1,2
70.922,28.133,1,2
70.924,28.14,1,2
70.918,28.108,1,2
70.926,28.108,1,2
70.928,28.142,1,2
70.924,28.108,1,2
70.924,28.112,1,2
70.912,28.083,1,2
70.913,28.079,1,2
70.906,28.079,1,2
70.915,28.087,1,2
70.911,28.081,1,2
70.915,28.1,1,2
70.914,28.108,1,2
70.911,28.087,1,2
70.911,28.067,1,2
70.912,28.081,1,2
70.915,28.079,1,2
70.918,28.106,1,2
70.921,28.125,1,2
70.914,28.098,1,2
70.905,28.069,1,2
70.918,28.112,1,2
70.919,28.112,1,2
70.922,28.146,1,2
70.909,28.071,1,2
70.924,28.108,1,2
70.922,28.137,1,2
70.904,28.065,1,2
70.907,28.071,1,2
70.912,28.079,1,2
70.902,28.05,1,2
70.912,28.092,1,2
70.912,28.083,1,2
70.913,28.085,1,2
70.912,28.079,1,2
70.905,28.063,1,2
70.914,28.081,1,2
70.915,28.09,1,2
70.917,28.1,1,2
70.916,28.104,1,2
70.921,28.117,1,2
70.928,28.119,1,2
70.911,28.077,1,2
70.919,28.094,1,2
70.916,28.119,1,2
70.92,28.119,1,2
70.91,28.085,1,2
70.914,28.094,1,2
70.911,28.1,1,2
