0,0,0,0
100,24.3,2249
100,22.2,2310
100,19.4,2371
100,16.2,2432
100,13.2,2493
100,11.2,2554
100,9.4,2615
100,7.9,2676
100,6.5,2737
100,5.4,2798
100,13.4,2881
100,23.7,2942
100,30.6,3003
100,35.8,3064
100,40.1,3125
100,43.9,3186
100,47.5,3247
100,50.7,3308
100,53.8,3369
100,56.8,3430
100,59.7,3491
99.999,62.5,3552
100,64.7,3613
100,60,7294
100,53.8,7355
100,49.9,7416
100,47,7477
100,44.5,7538
100,42.4,7599
100,40.4,7660
100,38.6,7721
100,37,7782
100,35.5,7843
99.999,34,7904
100,32.6,7965
100,31.2,8026
100,29.9,8087
100,28.6,8148
100,27.4,8209
100,26.2,8270
100,25,8331
100,23.8,8392
100,22.7,8453
100,21.6,8514
100,20.4,8575
100,19.3,8636
100,18.2,8697
100,17.1,8758
100,16,8819
100,15,8880
100,13.9,8941
100,12.9,9002
100,11.9,9063
100,10.9,9124
100,9.8,9185
100,8.8,9246
100,7.7,9307
100,6.7,9368
100,5.8,9429
