0,0,0,0
125,9.5,16537
125,14.6,20137
125,19.7,23717
125,24.7,27264
125,29.7,30781
125,34.8,34280
125,39.7,37756
125,44.7,41208
125,49.8,44625
125,54.8,48032
125,59.7,51422
125,64.8,54793
125,58.2,58132
125,52.4,58193
125,48.6,58254
125,45.7,58315
125,43.1,58376
125,40.9,58437
125,38.9,58498
125,37.1,58559
125,35.3,58620
125,33.6,58681
125,32,58742
125,30.5,58803
125,29,58864
125,27.5,58925
125,26.1,58986
125,24.7,59047
125,23.4,59108
125,22,59169
125,20.7,59230
125,19.4,59291
125,18.1,59352
125,16.8,59413
125,15.5,59474
125,14.3,59535
125,13.1,59596
125,11.8,59657
125,10.6,59718
125,9.4,59779
125,8.1,59840
125,7,59901
125,5.8,59962
