0,0,0
96665,41.76,1
96677,41.79,1
96664,41.752,1
96672,41.773,1
96675,41.79,1
96666,41.752,1
96671,41.767,1
96676,41.783,1
96669,41.771,1
96680,41.79,1
96672,41.773,1
96656,41.725,1
96665,41.769,1
96668,41.775,1
96646,41.706,1
96676,41.785,1
96671,41.796,1
96683,41.815,1
96662,41.767,1
96673,41.792,1
96663,41.765,1
96669,41.777,1
96661,41.752,1
96662,41.771,1
96667,41.787,1
96674,41.798,1
96662,41.773,1
96668,41.787,1
96663,41.773,1
96650,41.754,1
96664,41.777,1
96685,41.844,1
96681,41.827,1
96668,41.787,1
96670,41.8,1
96665,41.8,1
96673,41.815,1
96677,41.821,1
96668,41.8,1
96671,41.815,1
96654,41.769,1
96672,41.808,1
96684,41.833,1
96670,41.81,1
96672,41.8,1
96663,41.802,1
96656,41.796,1
96670,41.825,1
96667,41.804,1
96676,41.825,1
96672,41.829,1
96672,41.833,1
96670,41.827,1
96672,41.844,1
96659,41.815,1
96678,41.869,1
96673,41.842,1
96671,41.842,1
96669,41.833,1
96671,41.835,1
96666,41.815,1
96664,41.821,1
96674,41.858,1
96666,41.846,1
96677,41.856,1
96671,41.844,1
96671,41.856,1
96671,41.846,1
96665,41.846,1
96680,41.873,1
96664,41.831,1
96676,41.869,1
96669,41.842,1
96667,41.85,1
96667,41.844,1
96663,41.823,1
96671,41.869,1
96679,41.894,1
96672,41.869,1
96660,41.829,1
96678,41.881,1
96672,41.89,1
96666,41.865,1
96670,41.875,1
96669,41.86,1
96666,41.835,1
96669,41.871,1
96660,41.86,1
96672,41.888,1
96670,41.858,1
96662,41.85,1
96652,41.821,1
96663,41.844,1
96660,41.865,1
96674,41.892,1
96669,41.867,1
96663,41.852,1
96672,41.873,1
96670,41.881,1
96680,41.9,1
96675,41.877,1
96669,41.879,1
96667,41.888,1
96675,41.915,1
96666,41.888,1
96664,41.879,1
96661,41.869,1
96674,41.904,1
96669,41.888,1
96671,41.89,1
96677,41.912,1
96662,41.871,1
96655,41.869,1
96673,41.917,1
96669,41.898,1
96669,41.894,1
96674,41.902,1
96664,41.894,1
96670,41.915,1
96667,41.892,1
96661,41.902,1
96665,41.906,1
96677,41.933,1
96677,41.935,1
96677,41.925,1
96663,41.881,1
96674,41.908,1
96664,41.885,1
96669,41.921,1
96686,41.958,1
96684,41.956,1
96671,41.938,1
96665,41.908,1
96670,41.919,1
96673,41.923,1
96670,41.925,1
96677,41.933,1
96671,41.935,1
96672,41.942,1
96672,41.954,1
96682,41.967,1
96679,41.96,1
96666,41.935,1
96673,41.935,1
96675,41.935,1
96674,41.958,1
96664,41.921,1
96667,41.946,1
96669,41.944,1
96669,41.917,1
96669,41.931,1
96661,41.906,1
96687,41.975,1
96674,41.948,1
96672,41.95,1
96666,41.944,1
96672,41.963,1
96671,41.946,1
96669,41.952,1
96672,41.956,1
96676,41.977,1
96668,41.946,1
96675,41.958,1
96672,41.958,1
96664,41.931,1
96666,41.938,1
96666,41.954,1
96666,41.931,1
96664,41.942,1
96663,41.935,1
96675,41.992,1
96670,41.96,1
96673,41.99,1
96663,41.956,1
96667,41.965,1
96663,41.963,1
96669,41.987,1
96669,41.983,1
96660,41.958,1
96670,41.985,1
96664,41.973,1
96664,41.981,1
96662,41.965,1
96663,41.973,1
96658,41.963,1
96657,41.946,1
96670,41.998,1
96669,41.994,1
96661,41.977,1
96656,41.956,1
96667,41.987,1
96663,41.958,1
96669,41.981,1
96669,41.973,1
96670,41.971,1
96668,41.983,1
96673,41.987,1
96669,41.979,1
96677,42.01,1
96669,41.99,1
96672,42.004,1
96676,42.025,1
96675,42.021,1
96668,42.004,1
96654,41.981,1
96656,41.979,1
96657,41.99,1
96668,42.035,1
96665,42.015,1
96663,42.01,1
96657,41.99,1
96666,42.025,1
96649,41.967,1
96673,42.037,1
96668,42.044,1
96667,42.031,1
96667,42.029,1
96666,42.021,1
96666,42.037,1
96661,42.021,1
96670,42.033,1
96669,42.027,1
96670,42.046,1
96665,42.031,1
96668,42.035,1
96673,42.042,1
96676,42.073,1
96678,42.077,1
96680,42.077,1
96683,42.09,1
96673,42.073,1
96667,42.048,1
96667,42.048,1
96670,42.056,1
96675,42.063,1
96683,42.081,1
96681,42.096,1
96680,42.09,1
96677,42.088,1
96673,42.09,1
96688,42.117,1
96677,42.092,1
96674,42.077,1
96669,42.083,1
96665,42.083,1
96676,42.088,1
96676,42.096,1
96671,42.071,1
96669,42.088,1
96662,42.037,1
96675,42.104,1
96679,42.104,1
96675,42.085,1
96678,42.108,1
96672,42.094,1
96669,42.063,1
96673,42.071,1
96671,42.092,1
96672,42.079,1
96689,42.138,1
96678,42.108,1
96680,42.117,1
96666,42.073,1
96664,42.083,1
96675,42.108,1
