0,0,0,0
100,13.6,10014
100,22.6,10075
100,29.1,10136
100,34.4,10197
100,38.9,10258
100,42.8,10319
100,46.4,10380
100,49.6,10441
100,52.8,10502
100,55.7,10563
100,58.5,10624
100,61.3,10685
100,63.7,10746
100,59.6,14462
100,53.1,14523
100,49.2,14584
100,46.2,14645
99.999,43.8,14706
100,41.6,14767
100,39.7,14828
100,37.9,14889
100,36.3,14950
99.999,34.8,15011
99.999,33.3,15072
99.999,32,15133
100,30.6,15194
100,29.4,15255
100,28.2,15316
100,26.9,15377
99.999,25.7,15438
100,24.6,15499
100,23.4,15560
100,22.3,15621
100,21.3,15682
100,20.2,15743
100,19.1,15804
100,18.1,15865
100,17.1,15926
100,16,15987
100,15,16048
100,14,16109
100,13,16170
99.999,12,16231
99.999,11,16292
100,10,16353
100,9.1,16414
100,8.1,16475
100,7.1,16536
100,6.1,16597
100,5.3,16658
