0,0,0
-2.7321,0.19674,45.332,109.93,74.555,-45.499,1,1
-3.2305,-0.14655,45.511,109.43,74.211,-45.319,1,1
-2.5595,-0.13431,45.341,110.1,74.224,-45.49,1,1
-2.7261,0.030678,45.165,109.93,74.389,-45.666,1,1
-3.0603,-0.14282,45.34,109.6,74.215,-45.491,1,1
-2.2285,0.038308,45.337,110.43,74.396,-45.493,1,1
-2.8966,-0.14087,45.512,109.76,74.217,-45.319,1,1
-2.7442,0.52886,45.666,109.92,74.887,-45.165,1,1
-3.0543,-0.30889,45.173,109.61,74.049,-45.658,1,1
-3.0603,-0.14282,45.34,109.6,74.215,-45.491,1,1
-2.7356,0.028031,45.679,109.92,74.386,-45.151,2,1
-2.5623,0.032631,45.337,110.1,74.391,-45.494,2,1
-2.3866,-0.29754,45.174,110.27,74.06,-45.656,2,1
-2.7268,-0.30498,45.517,109.93,74.053,-45.314,2,1
-2.7381,0.3628,45.499,109.92,74.721,-45.332,2,1
-2.7325,0.028916,45.508,109.93,74.387,-45.323,2,1
-2.556,0.034394,44.993,110.1,74.392,-45.837,2,1
-2.7268,-0.30498,45.517,109.93,74.053,-45.314,2,1
-2.5709,0.53346,45.323,110.09,74.891,-45.508,2,1
-2.569,-0.13695,45.856,110.09,74.221,-44.975,2,1
-2.2316,0.03743,45.509,110.43,74.395,-45.322,3,1
-2.73,-0.30586,45.688,109.93,74.052,-45.142,3,1
-2.5712,0.36564,45.499,110.09,74.724,-45.332,3,1
-2.3926,-0.13148,45.341,110.27,74.227,-45.489,3,1
-2.563,-0.30302,45.689,110.1,74.055,-45.142,3,1
-2.7236,-0.3041,45.345,109.94,74.054,-45.485,3,1
-2.8962,0.026955,45.336,109.76,74.385,-45.495,3,1
-2.7271,-0.47281,45.693,109.93,73.885,-45.138,3,1
-2.5627,-0.13519,45.513,110.1,74.223,-45.318,3,1
-2.569,-0.13695,45.856,110.09,74.221,-44.975,3,1
-2.7296,-0.13803,45.512,109.93,74.22,-45.318,4,1
-2.5627,-0.13519,45.513,110.1,74.223,-45.318,4,1
-2.5623,0.032631,45.337,110.1,74.391,-45.494,4,1
-2.5747,0.19694,45.847,110.09,74.555,-44.984,4,1
-2.7268,-0.30498,45.517,109.93,74.053,-45.314,4,1
-2.3986,0.034592,45.508,110.26,74.393,-45.322,4,1
-2.7328,-0.13892,45.684,109.93,74.219,-45.147,4,1
-2.8969,-0.3087,45.688,109.76,74.049,-45.143,4,1
-2.7353,0.19586,45.503,109.92,74.554,-45.327,4,1
-2.5709,0.53346,45.323,110.09,74.891,-45.508,4,1
-2.5655,0.031754,45.508,110.09,74.39,-45.323,5,1
-2.7325,0.028916,45.508,109.93,74.387,-45.323,5,1
-2.3989,-0.13324,45.684,110.26,74.225,-45.146,5,1
-2.5595,-0.13431,45.341,110.1,74.224,-45.49,5,1
-2.5598,-0.30214,45.517,110.1,74.056,-45.313,5,1
-3.2273,-0.14566,45.34,109.43,74.212,-45.491,5,1
-2.5592,0.033517,45.165,110.1,74.392,-45.666,5,1
-2.7243,-0.63975,45.697,109.94,73.718,-45.133,5,1
-3.4027,0.35233,45.326,109.26,74.71,-45.505,5,1
-2.3951,0.2033,45.161,110.26,74.561,-45.67,5,1
-2.5715,0.19782,45.675,110.09,74.556,-45.156,6,1
-2.563,-0.30302,45.689,110.1,74.055,-45.142,6,1
-2.3929,-0.2993,45.518,110.27,74.059,-45.313,6,1
-2.226,-0.29646,45.518,110.43,74.062,-45.313,6,1
-2.9026,0.025193,45.679,109.76,74.383,-45.152,6,1
-2.4043,0.36848,45.499,110.26,74.726,-45.331,6,1
-2.0764,0.54022,45.667,110.58,74.898,-45.164,6,1
-2.8937,-0.30782,45.517,109.77,74.05,-45.314,6,1
-2.5627,-0.13519,45.513,110.1,74.223,-45.318,6,1
-2.3954,0.03547,45.337,110.26,74.393,-45.494,6,1
-3.066,0.19107,45.331,109.59,74.549,-45.5,7,1
-2.3954,0.03547,45.337,110.26,74.393,-45.494,7,1
-2.8962,0.026955,45.336,109.76,74.385,-45.495,7,1
-2.2433,0.53738,45.667,110.42,74.895,-45.164,7,1
-2.7293,0.029793,45.336,109.93,74.388,-45.494,7,1
-2.7296,-0.13803,45.512,109.93,74.22,-45.318,7,1
-3.0664,0.02324,45.507,109.59,74.381,-45.324,7,1
-2.3986,0.034592,45.508,110.26,74.393,-45.322,7,1
-2.562,0.20046,45.16,110.1,74.558,-45.67,7,1
-2.5627,-0.13519,45.513,110.1,74.223,-45.318,7,1
-2.5595,-0.13431,45.341,110.1,74.224,-45.49,8,1
-2.2288,-0.12952,45.513,110.43,74.228,-45.317,8,1
-2.232,-0.1304,45.685,110.43,74.228,-45.146,8,1
-2.5542,-0.63603,45.526,110.11,73.722,-45.304,8,1
-3.0547,-0.47672,45.349,109.61,73.881,-45.481,8,1
-2.5715,0.19782,45.675,110.09,74.556,-45.156,8,1
-2.3986,0.034592,45.508,110.26,74.393,-45.322,8,1
-2.7325,0.028916,45.508,109.93,74.387,-45.323,8,1
-2.3957,-0.13235,45.513,110.26,74.226,-45.318,8,1
-2.9026,0.025193,45.679,109.76,74.383,-45.152,8,1
-2.7353,0.19586,45.503,109.92,74.554,-45.327,9,1
-2.5655,0.031754,45.508,110.09,74.39,-45.323,9,1
-2.2288,-0.12952,45.513,110.43,74.228,-45.317,9,1
-2.5627,-0.13519,45.513,110.1,74.223,-45.318,9,1
-2.5598,-0.30214,45.517,110.1,74.056,-45.313,9,1
-2.5627,-0.13519,45.513,110.1,74.223,-45.318,9,1
-2.7296,-0.13803,45.512,109.93,74.22,-45.318,9,1
-2.4014,0.20154,45.504,110.26,74.56,-45.327,9,1
-2.7388,0.027154,45.851,109.92,74.385,-44.98,9,1
-2.5652,0.19958,45.332,110.09,74.558,-45.499,9,1
-2.7325,0.028916,45.508,109.93,74.387,-45.323,10,1
-2.7268,-0.30498,45.517,109.93,74.053,-45.314,10,1
-2.5655,0.031754,45.508,110.09,74.39,-45.323,10,1
-2.73,-0.30586,45.688,109.93,74.052,-45.142,10,1
-2.5538,-0.46821,45.35,110.11,73.89,-45.48,10,1
-2.5623,0.032631,45.337,110.1,74.391,-45.494,10,1
-2.5538,-0.46821,45.35,110.11,73.89,-45.48,10,1
-2.7378,0.53063,45.323,109.92,74.889,-45.508,10,1
-2.7328,-0.13892,45.684,109.93,74.219,-45.147,10,1
-2.5652,0.19958,45.332,110.09,74.558,-45.499,10,1
-2.3986,0.034592,45.508,110.26,74.393,-45.322,11,1
-2.5595,-0.13431,45.341,110.1,74.224,-45.49,11,1
-2.7296,-0.13803,45.512,109.93,74.22,-45.318,11,1
-2.7353,0.19586,45.503,109.92,74.554,-45.327,11,1
-2.3989,-0.13324,45.684,110.26,74.225,-45.146,11,1
-2.5627,-0.13519,45.513,110.1,74.223,-45.318,11,1
-2.9118,0.19038,46.017,109.75,74.548,-44.813,11,1
-2.2348,0.036545,45.68,110.43,74.395,-45.15,11,1
-2.5712,0.36564,45.499,110.09,74.724,-45.332,11,1
-2.5602,-0.46997,45.693,110.1,73.888,-45.137,11,1
-2.7356,0.028031,45.679,109.92,74.386,-45.151,12,1
-2.7293,0.029793,45.336,109.93,74.388,-45.494,12,1
-2.8994,0.026078,45.507,109.76,74.384,-45.323,12,1
-2.7204,-0.30321,45.174,109.94,74.055,-45.657,12,1
-3.0635,-0.14371,45.512,109.6,74.214,-45.319,12,1
-2.3932,-0.46713,45.694,110.27,73.891,-45.137,12,1
-2.7268,-0.30498,45.517,109.93,74.053,-45.314,12,1
-2.7328,-0.13892,45.684,109.93,74.219,-45.147,12,1
-2.7416,0.1941,45.846,109.92,74.552,-44.984,12,1
-2.3986,0.034592,45.508,110.26,74.393,-45.322,12,1
-2.8941,-0.47565,45.693,109.77,73.882,-45.138,13,1
-2.2066,-0.12335,44.313,110.45,74.235,-46.518,13,1
-2.7236,-0.3041,45.345,109.94,74.054,-45.485,13,1
-2.73,-0.30586,45.688,109.93,74.052,-45.142,13,1
-2.8877,-0.47388,45.35,109.77,73.884,-45.481,13,1
-2.5627,-0.13519,45.513,110.1,74.223,-45.318,13,1
-2.5627,-0.13519,45.513,110.1,74.223,-45.318,13,1
